training_step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-freeze.base-305bhnsz - training/f1_score-EEE__MAX,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-EEE__MIN,sso01-adamw-lr3e-5-freeze.base-3bbxzpcn - training/f1_score-EEE__MAX,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-EEE__MIN,sso01-adamw-lr2e-5-freeze.base-1q52u19t - training/f1_score-EEE__MAX,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-EEE__MIN,sso01-adamw-lr1e-5-freeze.base-fhl33ov3 - training/f1_score-EEE__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-EEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - training/f1_score-EEE__MAX,sso01-adamw-freeze.base-30v736in - _step,sso01-adamw-freeze.base-30v736in - _step__MIN,sso01-adamw-freeze.base-30v736in - _step__MAX,lr4e-4,sso01-adamw-freeze.base-30v736in - training/f1_score-EEE__MIN,sso01-adamw-freeze.base-30v736in - training/f1_score-EEE__MAX
5380,57314,57314,57314,0.561154428,0.561154428,0.561154428,57314,57314,57314,0.538054838,0.538054838,0.538054838,57314,57314,57314,0.481659106,0.481659106,0.481659106,57314,57314,57314,0.415331808,0.415331808,0.415331808,57314,57314,57314,0.607335377,0.607335377,0.607335377,57314,57314,57314,0.617845118,0.617845118,0.617845118
5381,57323,57323,57323,0.473105706,0.473105706,0.473105706,57323,57323,57323,0.436372501,0.436372501,0.436372501,57323,57323,57323,0.385207623,0.385207623,0.385207623,57323,57323,57323,0.304157549,0.304157549,0.304157549,57323,57323,57323,0.541220616,0.541220616,0.541220616,57323,57323,57323,0.551465868,0.551465868,0.551465868
5382,57332,57332,57332,0.485755396,0.485755396,0.485755396,57332,57332,57332,0.421860319,0.421860319,0.421860319,57332,57332,57332,0.374028497,0.374028497,0.374028497,57332,57332,57332,0.285813269,0.285813269,0.285813269,57332,57332,57332,0.54668435,0.54668435,0.54668435,57332,57332,57332,0.571576094,0.571576094,0.571576094
5383,57341,57341,57341,0.395348837,0.395348837,0.395348837,57341,57341,57341,0.349063453,0.349063453,0.349063453,57341,57341,57341,0.335001472,0.335001472,0.335001472,57341,57341,57341,0.262167626,0.262167626,0.262167626,57341,57341,57341,0.448593478,0.448593478,0.448593478,57341,57341,57341,0.446317332,0.446317332,0.446317332
5384,57350,57350,57350,0.409276249,0.409276249,0.409276249,57350,57350,57350,0.371561462,0.371561462,0.371561462,57350,57350,57350,0.340137894,0.340137894,0.340137894,57350,57350,57350,0.277673002,0.277673002,0.277673002,57350,57350,57350,0.483769868,0.483769868,0.483769868,57350,57350,57350,0.489300835,0.489300835,0.489300835
5385,57359,57359,57359,0.482705014,0.482705014,0.482705014,57359,57359,57359,0.442756146,0.442756146,0.442756146,57359,57359,57359,0.390469738,0.390469738,0.390469738,57359,57359,57359,0.316941265,0.316941265,0.316941265,57359,57359,57359,0.541125929,0.541125929,0.541125929,57359,57359,57359,0.549634274,0.549634274,0.549634274
5386,57368,57368,57368,0.49703184,0.49703184,0.49703184,57368,57368,57368,0.452424714,0.452424714,0.452424714,57368,57368,57368,0.415362319,0.415362319,0.415362319,57368,57368,57368,0.344228644,0.344228644,0.344228644,57368,57368,57368,0.560517635,0.560517635,0.560517635,57368,57368,57368,0.565661663,0.565661663,0.565661663
5387,57377,57377,57377,0.48636791,0.48636791,0.48636791,57377,57377,57377,0.441074037,0.441074037,0.441074037,57377,57377,57377,0.386038885,0.386038885,0.386038885,57377,57377,57377,0.300713056,0.300713056,0.300713056,57377,57377,57377,0.565462001,0.565462001,0.565462001,57377,57377,57377,0.577959487,0.577959487,0.577959487
5388,57386,57386,57386,0.595601003,0.595601003,0.595601003,57386,57386,57386,0.528636176,0.528636176,0.528636176,57386,57386,57386,0.469900021,0.469900021,0.469900021,57386,57386,57386,0.379101406,0.379101406,0.379101406,57386,57386,57386,0.641141279,0.641141279,0.641141279,57386,57386,57386,0.646089411,0.646089411,0.646089411
5389,57395,57395,57395,0.499609157,0.499609157,0.499609157,57395,57395,57395,0.459443026,0.459443026,0.459443026,57395,57395,57395,0.426804124,0.426804124,0.426804124,57395,57395,57395,0.355819545,0.355819545,0.355819545,57395,57395,57395,0.531921456,0.531921456,0.531921456,57395,57395,57395,0.543657996,0.543657996,0.543657996
5390,57404,57404,57404,0.466324866,0.466324866,0.466324866,57404,57404,57404,0.426699629,0.426699629,0.426699629,57404,57404,57404,0.370854009,0.370854009,0.370854009,57404,57404,57404,0.291743379,0.291743379,0.291743379,57404,57404,57404,0.533690987,0.533690987,0.533690987,57404,57404,57404,0.551405791,0.551405791,0.551405791
5391,57413,57413,57413,0.479967624,0.479967624,0.479967624,57413,57413,57413,0.433282738,0.433282738,0.433282738,57413,57413,57413,0.37904288,0.37904288,0.37904288,57413,57413,57413,0.300368649,0.300368649,0.300368649,57413,57413,57413,0.551194334,0.551194334,0.551194334,57413,57413,57413,0.583110076,0.583110076,0.583110076
5392,57422,57422,57422,0.475399495,0.475399495,0.475399495,57422,57422,57422,0.440202134,0.440202134,0.440202134,57422,57422,57422,0.374778185,0.374778185,0.374778185,57422,57422,57422,0.310304902,0.310304902,0.310304902,57422,57422,57422,0.548586914,0.548586914,0.548586914,57422,57422,57422,0.544095382,0.544095382,0.544095382
5393,57431,57431,57431,0.526315789,0.526315789,0.526315789,57431,57431,57431,0.477653631,0.477653631,0.477653631,57431,57431,57431,0.435010941,0.435010941,0.435010941,57431,57431,57431,0.351397782,0.351397782,0.351397782,57431,57431,57431,0.593409286,0.593409286,0.593409286,57431,57431,57431,0.596109702,0.596109702,0.596109702
5394,57440,57440,57440,0.486603725,0.486603725,0.486603725,57440,57440,57440,0.458327795,0.458327795,0.458327795,57440,57440,57440,0.404043201,0.404043201,0.404043201,57440,57440,57440,0.306463764,0.306463764,0.306463764,57440,57440,57440,0.556970984,0.556970984,0.556970984,57440,57440,57440,0.576364893,0.576364893,0.576364893
5395,57449,57449,57449,0.50946079,0.50946079,0.50946079,57449,57449,57449,0.46613455,0.46613455,0.46613455,57449,57449,57449,0.398092968,0.398092968,0.398092968,57449,57449,57449,0.300063573,0.300063573,0.300063573,57449,57449,57449,0.588742046,0.588742046,0.588742046,57449,57449,57449,0.6,0.6,0.6
5396,57458,57458,57458,0.415126288,0.415126288,0.415126288,57458,57458,57458,0.374468085,0.374468085,0.374468085,57458,57458,57458,0.329105997,0.329105997,0.329105997,57458,57458,57458,0.26039783,0.26039783,0.26039783,57458,57458,57458,0.498132646,0.498132646,0.498132646,57458,57458,57458,0.493983534,0.493983534,0.493983534
5397,57467,57467,57467,0.572969733,0.572969733,0.572969733,57467,57467,57467,0.520605112,0.520605112,0.520605112,57467,57467,57467,0.446639467,0.446639467,0.446639467,57467,57467,57467,0.352295293,0.352295293,0.352295293,57467,57467,57467,0.648193222,0.648193222,0.648193222,57467,57467,57467,0.665613089,0.665613089,0.665613089
5398,57476,57476,57476,0.453138126,0.453138126,0.453138126,57476,57476,57476,0.416002092,0.416002092,0.416002092,57476,57476,57476,0.359247136,0.359247136,0.359247136,57476,57476,57476,0.286620356,0.286620356,0.286620356,57476,57476,57476,0.518144029,0.518144029,0.518144029,57476,57476,57476,0.537935598,0.537935598,0.537935598
5399,57485,57485,57485,0.494223363,0.494223363,0.494223363,57485,57485,57485,0.456408855,0.456408855,0.456408855,57485,57485,57485,0.413497442,0.413497442,0.413497442,57485,57485,57485,0.337360453,0.337360453,0.337360453,57485,57485,57485,0.545518868,0.545518868,0.545518868,57485,57485,57485,0.545519542,0.545519542,0.545519542
5400,57494,57494,57494,0.427952329,0.427952329,0.427952329,57494,57494,57494,0.392285714,0.392285714,0.392285714,57494,57494,57494,0.34914611,0.34914611,0.34914611,57494,57494,57494,0.276982467,0.276982467,0.276982467,57494,57494,57494,0.486466259,0.486466259,0.486466259,57494,57494,57494,0.497460671,0.497460671,0.497460671
5401,57503,57503,57503,0.542584746,0.542584746,0.542584746,57503,57503,57503,0.509608863,0.509608863,0.509608863,57503,57503,57503,0.471340597,0.471340597,0.471340597,57503,57503,57503,0.388479917,0.388479917,0.388479917,57503,57503,57503,0.57984255,0.57984255,0.57984255,57503,57503,57503,0.586921241,0.586921241,0.586921241
5402,57512,57512,57512,0.527114729,0.527114729,0.527114729,57512,57512,57512,0.465127408,0.465127408,0.465127408,57512,57512,57512,0.408838384,0.408838384,0.408838384,57512,57512,57512,0.325865003,0.325865003,0.325865003,57512,57512,57512,0.574465991,0.574465991,0.574465991,57512,57512,57512,0.578739779,0.578739779,0.578739779
5403,57521,57521,57521,0.489399928,0.489399928,0.489399928,57521,57521,57521,0.424589538,0.424589538,0.424589538,57521,57521,57521,0.366962604,0.366962604,0.366962604,57521,57521,57521,0.280544296,0.280544296,0.280544296,57521,57521,57521,0.53603751,0.53603751,0.53603751,57521,57521,57521,0.549729144,0.549729144,0.549729144
5404,57530,57530,57530,0.498722735,0.498722735,0.498722735,57530,57530,57530,0.449775112,0.449775112,0.449775112,57530,57530,57530,0.418032787,0.418032787,0.418032787,57530,57530,57530,0.33915999,0.33915999,0.33915999,57530,57530,57530,0.548269581,0.548269581,0.548269581,57530,57530,57530,0.557653895,0.557653895,0.557653895
5405,57539,57539,57539,0.569261784,0.569261784,0.569261784,57539,57539,57539,0.527646454,0.527646454,0.527646454,57539,57539,57539,0.480663579,0.480663579,0.480663579,57539,57539,57539,0.408501693,0.408501693,0.408501693,57539,57539,57539,0.633711073,0.633711073,0.633711073,57539,57539,57539,0.65449712,0.65449712,0.65449712
5406,57548,57548,57548,0.471797801,0.471797801,0.471797801,57548,57548,57548,0.43239137,0.43239137,0.43239137,57548,57548,57548,0.367126765,0.367126765,0.367126765,57548,57548,57548,0.307692308,0.307692308,0.307692308,57548,57548,57548,0.558127161,0.558127161,0.558127161,57548,57548,57548,0.553587589,0.553587589,0.553587589
5407,57557,57557,57557,0.525617842,0.525617842,0.525617842,57557,57557,57557,0.475268254,0.475268254,0.475268254,57557,57557,57557,0.415687346,0.415687346,0.415687346,57557,57557,57557,0.331511302,0.331511302,0.331511302,57557,57557,57557,0.589782032,0.589782032,0.589782032,57557,57557,57557,0.60326695,0.60326695,0.60326695
5408,57566,57566,57566,0.517045455,0.517045455,0.517045455,57566,57566,57566,0.487030303,0.487030303,0.487030303,57566,57566,57566,0.410283043,0.410283043,0.410283043,57566,57566,57566,0.338028169,0.338028169,0.338028169,57566,57566,57566,0.581016099,0.581016099,0.581016099,57566,57566,57566,0.587958222,0.587958222,0.587958222
5409,57575,57575,57575,0.506833176,0.506833176,0.506833176,57575,57575,57575,0.447408537,0.447408537,0.447408537,57575,57575,57575,0.399121106,0.399121106,0.399121106,57575,57575,57575,0.324548089,0.324548089,0.324548089,57575,57575,57575,0.553488896,0.553488896,0.553488896,57575,57575,57575,0.566930867,0.566930867,0.566930867
5410,57584,57584,57584,0.444763271,0.444763271,0.444763271,57584,57584,57584,0.412441244,0.412441244,0.412441244,57584,57584,57584,0.346068835,0.346068835,0.346068835,57584,57584,57584,0.28169964,0.28169964,0.28169964,57584,57584,57584,0.512031139,0.512031139,0.512031139,57584,57584,57584,0.525655545,0.525655545,0.525655545
5411,57593,57593,57593,0.487134208,0.487134208,0.487134208,57593,57593,57593,0.444533333,0.444533333,0.444533333,57593,57593,57593,0.370694523,0.370694523,0.370694523,57593,57593,57593,0.281206923,0.281206923,0.281206923,57593,57593,57593,0.556607,0.556607,0.556607,57593,57593,57593,0.573234033,0.573234033,0.573234033
5412,57602,57602,57602,0.531945205,0.531945205,0.531945205,57602,57602,57602,0.484130744,0.484130744,0.484130744,57602,57602,57602,0.415451713,0.415451713,0.415451713,57602,57602,57602,0.328848224,0.328848224,0.328848224,57602,57602,57602,0.607197162,0.607197162,0.607197162,57602,57602,57602,0.623448824,0.623448824,0.623448824
5413,57611,57611,57611,0.461412535,0.461412535,0.461412535,57611,57611,57611,0.415858812,0.415858812,0.415858812,57611,57611,57611,0.369951119,0.369951119,0.369951119,57611,57611,57611,0.29618192,0.29618192,0.29618192,57611,57611,57611,0.525622255,0.525622255,0.525622255,57611,57611,57611,0.548820852,0.548820852,0.548820852
5414,57620,57620,57620,0.488478211,0.488478211,0.488478211,57620,57620,57620,0.454943984,0.454943984,0.454943984,57620,57620,57620,0.419054801,0.419054801,0.419054801,57620,57620,57620,0.351190476,0.351190476,0.351190476,57620,57620,57620,0.549537086,0.549537086,0.549537086,57620,57620,57620,0.554449219,0.554449219,0.554449219
5415,57629,57629,57629,0.534465534,0.534465534,0.534465534,57629,57629,57629,0.486189292,0.486189292,0.486189292,57629,57629,57629,0.430650113,0.430650113,0.430650113,57629,57629,57629,0.344678396,0.344678396,0.344678396,57629,57629,57629,0.595664021,0.595664021,0.595664021,57629,57629,57629,0.624423963,0.624423963,0.624423963
5416,57638,57638,57638,0.577401429,0.577401429,0.577401429,57638,57638,57638,0.543455793,0.543455793,0.543455793,57638,57638,57638,0.497470817,0.497470817,0.497470817,57638,57638,57638,0.421623878,0.421623878,0.421623878,57638,57638,57638,0.64578353,0.64578353,0.64578353,57638,57638,57638,0.647300181,0.647300181,0.647300181
5417,57647,57647,57647,0.480521107,0.480521107,0.480521107,57647,57647,57647,0.423926134,0.423926134,0.423926134,57647,57647,57647,0.383138564,0.383138564,0.383138564,57647,57647,57647,0.302745336,0.302745336,0.302745336,57647,57647,57647,0.554535017,0.554535017,0.554535017,57647,57647,57647,0.567391792,0.567391792,0.567391792
5418,57656,57656,57656,0.490560558,0.490560558,0.490560558,57656,57656,57656,0.439039315,0.439039315,0.439039315,57656,57656,57656,0.397876327,0.397876327,0.397876327,57656,57656,57656,0.307406783,0.307406783,0.307406783,57656,57656,57656,0.548834703,0.548834703,0.548834703,57656,57656,57656,0.559989179,0.559989179,0.559989179
5419,57665,57665,57665,0.467226436,0.467226436,0.467226436,57665,57665,57665,0.419879783,0.419879783,0.419879783,57665,57665,57665,0.377218707,0.377218707,0.377218707,57665,57665,57665,0.287738236,0.287738236,0.287738236,57665,57665,57665,0.527270499,0.527270499,0.527270499,57665,57665,57665,0.534142279,0.534142279,0.534142279
5420,57674,57674,57674,0.497671324,0.497671324,0.497671324,57674,57674,57674,0.454921021,0.454921021,0.454921021,57674,57674,57674,0.404975982,0.404975982,0.404975982,57674,57674,57674,0.328167482,0.328167482,0.328167482,57674,57674,57674,0.55084834,0.55084834,0.55084834,57674,57674,57674,0.568826118,0.568826118,0.568826118
5421,57683,57683,57683,0.519406528,0.519406528,0.519406528,57683,57683,57683,0.479095184,0.479095184,0.479095184,57683,57683,57683,0.424546193,0.424546193,0.424546193,57683,57683,57683,0.344328704,0.344328704,0.344328704,57683,57683,57683,0.590323628,0.590323628,0.590323628,57683,57683,57683,0.602973742,0.602973742,0.602973742
5422,57692,57692,57692,0.487674169,0.487674169,0.487674169,57692,57692,57692,0.441130073,0.441130073,0.441130073,57692,57692,57692,0.368760306,0.368760306,0.368760306,57692,57692,57692,0.288043478,0.288043478,0.288043478,57692,57692,57692,0.57383757,0.57383757,0.57383757,57692,57692,57692,0.593571862,0.593571862,0.593571862
5423,57701,57701,57701,0.470657277,0.470657277,0.470657277,57701,57701,57701,0.431942689,0.431942689,0.431942689,57701,57701,57701,0.38974248,0.38974248,0.38974248,57701,57701,57701,0.336516069,0.336516069,0.336516069,57701,57701,57701,0.547296075,0.547296075,0.547296075,57701,57701,57701,0.558675051,0.558675051,0.558675051
5424,57710,57710,57710,0.467117988,0.467117988,0.467117988,57710,57710,57710,0.417233086,0.417233086,0.417233086,57710,57710,57710,0.366393624,0.366393624,0.366393624,57710,57710,57710,0.278225322,0.278225322,0.278225322,57710,57710,57710,0.53047345,0.53047345,0.53047345,57710,57710,57710,0.543684301,0.543684301,0.543684301
5425,57719,57719,57719,0.506590108,0.506590108,0.506590108,57719,57719,57719,0.452262693,0.452262693,0.452262693,57719,57719,57719,0.396979817,0.396979817,0.396979817,57719,57719,57719,0.308203991,0.308203991,0.308203991,57719,57719,57719,0.557326356,0.557326356,0.557326356,57719,57719,57719,0.556256697,0.556256697,0.556256697
5426,57728,57728,57728,0.534916865,0.534916865,0.534916865,57728,57728,57728,0.471165011,0.471165011,0.471165011,57728,57728,57728,0.409766744,0.409766744,0.409766744,57728,57728,57728,0.328414901,0.328414901,0.328414901,57728,57728,57728,0.607817303,0.607817303,0.607817303,57728,57728,57728,0.630326214,0.630326214,0.630326214
5427,57737,57737,57737,0.540588409,0.540588409,0.540588409,57737,57737,57737,0.48283948,0.48283948,0.48283948,57737,57737,57737,0.445033698,0.445033698,0.445033698,57737,57737,57737,0.358788756,0.358788756,0.358788756,57737,57737,57737,0.58903731,0.58903731,0.58903731,57737,57737,57737,0.596504072,0.596504072,0.596504072
5428,57746,57746,57746,0.537686612,0.537686612,0.537686612,57746,57746,57746,0.48999346,0.48999346,0.48999346,57746,57746,57746,0.415523862,0.415523862,0.415523862,57746,57746,57746,0.336423841,0.336423841,0.336423841,57746,57746,57746,0.601251676,0.601251676,0.601251676,57746,57746,57746,0.616352201,0.616352201,0.616352201
5429,57755,57755,57755,0.476001864,0.476001864,0.476001864,57755,57755,57755,0.433464761,0.433464761,0.433464761,57755,57755,57755,0.395962145,0.395962145,0.395962145,57755,57755,57755,0.321649485,0.321649485,0.321649485,57755,57755,57755,0.548400944,0.548400944,0.548400944,57755,57755,57755,0.553503185,0.553503185,0.553503185
5430,57764,57764,57764,0.515248606,0.515248606,0.515248606,57764,57764,57764,0.464025026,0.464025026,0.464025026,57764,57764,57764,0.405959541,0.405959541,0.405959541,57764,57764,57764,0.338879159,0.338879159,0.338879159,57764,57764,57764,0.588183615,0.588183615,0.588183615,57764,57764,57764,0.611547145,0.611547145,0.611547145
5431,57773,57773,57773,0.497448724,0.497448724,0.497448724,57773,57773,57773,0.457592413,0.457592413,0.457592413,57773,57773,57773,0.410946613,0.410946613,0.410946613,57773,57773,57773,0.323489435,0.323489435,0.323489435,57773,57773,57773,0.571695644,0.571695644,0.571695644,57773,57773,57773,0.575464684,0.575464684,0.575464684
5432,57782,57782,57782,0.569509873,0.569509873,0.569509873,57782,57782,57782,0.516533391,0.516533391,0.516533391,57782,57782,57782,0.449126761,0.449126761,0.449126761,57782,57782,57782,0.360659804,0.360659804,0.360659804,57782,57782,57782,0.636294896,0.636294896,0.636294896,57782,57782,57782,0.636548787,0.636548787,0.636548787
5433,57791,57791,57791,0.560971124,0.560971124,0.560971124,57791,57791,57791,0.519048085,0.519048085,0.519048085,57791,57791,57791,0.465478386,0.465478386,0.465478386,57791,57791,57791,0.391878398,0.391878398,0.391878398,57791,57791,57791,0.614039599,0.614039599,0.614039599,57791,57791,57791,0.626023812,0.626023812,0.626023812
5434,57800,57800,57800,0.478781537,0.478781537,0.478781537,57800,57800,57800,0.439782636,0.439782636,0.439782636,57800,57800,57800,0.389778896,0.389778896,0.389778896,57800,57800,57800,0.309917972,0.309917972,0.309917972,57800,57800,57800,0.521794195,0.521794195,0.521794195,57800,57800,57800,0.536376902,0.536376902,0.536376902
5435,57809,57809,57809,0.466898221,0.466898221,0.466898221,57809,57809,57809,0.427304965,0.427304965,0.427304965,57809,57809,57809,0.37019555,0.37019555,0.37019555,57809,57809,57809,0.30800333,0.30800333,0.30800333,57809,57809,57809,0.546666667,0.546666667,0.546666667,57809,57809,57809,0.565856527,0.565856527,0.565856527
5436,57818,57818,57818,0.575811079,0.575811079,0.575811079,57818,57818,57818,0.544776119,0.544776119,0.544776119,57818,57818,57818,0.484369298,0.484369298,0.484369298,57818,57818,57818,0.398534003,0.398534003,0.398534003,57818,57818,57818,0.634039153,0.634039153,0.634039153,57818,57818,57818,0.630820837,0.630820837,0.630820837
5437,57827,57827,57827,0.50667864,0.50667864,0.50667864,57827,57827,57827,0.472847214,0.472847214,0.472847214,57827,57827,57827,0.415893056,0.415893056,0.415893056,57827,57827,57827,0.348834146,0.348834146,0.348834146,57827,57827,57827,0.554247004,0.554247004,0.554247004,57827,57827,57827,0.572148835,0.572148835,0.572148835
5438,57836,57836,57836,0.44516129,0.44516129,0.44516129,57836,57836,57836,0.411326002,0.411326002,0.411326002,57836,57836,57836,0.355715428,0.355715428,0.355715428,57836,57836,57836,0.291276136,0.291276136,0.291276136,57836,57836,57836,0.541364933,0.541364933,0.541364933,57836,57836,57836,0.555615376,0.555615376,0.555615376
5439,57845,57845,57845,0.473086781,0.473086781,0.473086781,57845,57845,57845,0.419495885,0.419495885,0.419495885,57845,57845,57845,0.352876411,0.352876411,0.352876411,57845,57845,57845,0.298000301,0.298000301,0.298000301,57845,57845,57845,0.510547095,0.510547095,0.510547095,57845,57845,57845,0.528521281,0.528521281,0.528521281
5440,57854,57854,57854,0.53704774,0.53704774,0.53704774,57854,57854,57854,0.486251089,0.486251089,0.486251089,57854,57854,57854,0.438286513,0.438286513,0.438286513,57854,57854,57854,0.347158218,0.347158218,0.347158218,57854,57854,57854,0.611547442,0.611547442,0.611547442,57854,57854,57854,0.614339465,0.614339465,0.614339465
